"post_id","cmt_content","cmt_author","cmt_created_at"
"룸바","업계에 따르면..... 그냥 블라인드 올라와있는 글을 기자가 그대로 각색해서 쓴거 같네요. (내용 전개 등 모든게 동일합니다) 공식적으로 국토부든 현차든 엘지에너지솔루션든 공지 할때 까지 기다리는게 맞을것 같네요.","15879810","2021-02-10 12:05:05"
"ilovechitos","@룸바님 네 사실 그게 더 정확한 확인이겠죠","15879810","2021-02-10 12:06:17"
"코믹샌즈","뉴데일리면 사실 여부를 떠나 LG가 광고 안 실어줬나.. 라는 생각부터 듭니다.","15879810","2021-02-10 12:05:14"
"주차는지능","업계에 따르면... ㅋㅋㅋㅋ 걍 블라인드 보고 기사 갈기네요~","15879810","2021-02-10 12:05:27"
"좋은날왔으면","현대 주장이긴 하지만 중국 공장에서 생산된 특정 배터리들이 문제일 거라고 의심하고 있었을 건데요. 새로운 근거가 나온 게 있나요?","15879810","2021-02-10 12:05:32"
"ilovechitos","@좋은날왔으면님 북미 리콜보면 현대차 SW 문제라고 인정도 했더라구요","15879810","2021-02-10 12:07:15"
"What_the_Hell!!!","찌라시 도는 내용이 기사화 되고 있는데 과연 어떻게 될까요?","15879810","2021-02-10 12:05:43"
"오라질","천문학적 비용이 문제인가요 빨랑 교체해야지 ㄷㄷㄷ","15879810","2021-02-10 12:06:26"
"니케니케","기자 하기 참 쉽네요..아님 말고 식이니... ㅎㅎ","15879810","2021-02-10 12:07:26"
"귀태건희석열","@니케니케님 동의합니다.. 기레기들이 참 편하게 기자질 하네요.","15879810","2021-02-10 12:21:00"
"littlefinger","사실여부를 떠나 ... 이래서 징벌적 손배에 언론사가 포함되어야 하는 이유죠!!","15879810","2021-02-10 12:08:04"
"snowage","일단 공시 기다립니다.","15879810","2021-02-10 12:08:20"
"ilovechitos","ESS 땐 LG화학이 그냥 넘긴걸로 아는데...더 나와봐야알겠죠ㅠ","15879810","2021-02-10 12:08:22"
"Royhobbs","이런 소식까지 뉴+데일리+안을 통해 봐줄 이유는 전혀 없습니다.","15879810","2021-02-10 12:30:55"
"처음소금","어이쿠.. 역시 배터리 셀 문제였나 봅니다. 사건 초기에 LG측에서 상당히 부정하는 보도자료도 본 것 같은데 말이지요. 주식을 어떻게 해야 하나...ㅜㅜ","15879789","2021-02-10 11:59:13"
"국내","와우 찌라시 내용이 트루였네요...","15879789","2021-02-10 12:00:44"
"ilovechitos","쉐보레 볼트도 리콜하겠네요","15879789","2021-02-10 12:03:43"
"NVDA","ESS 화재 이슈는 LG화학이 찍어눌러서 흐지부지 된 걸로 알고있는데, 잘하면 뒤늦게 재조명될 수도 있겠네요..","15879789","2021-02-10 12:07:00"
"웨건마니아_록맨10","진짜로 찾은거면 다행이고... 배터리 교체로 빨리 가야죠 저거면.","15879789","2021-02-10 12:08:09"
"두오데시마","결국 블라인드 카더라가 팩트였군요 이거 잘못하면 LG화학 휘청일 수도 있겠습니다ㄷㄷ..","15879789","2021-02-10 12:18:13"
"웨건마니아_록맨10","@두오데시마님 배터리 분사가 ㄷㄷㄷ","15879789","2021-02-10 12:25:43"
"tsh17","교체가야죠 예상리콜 비용은 대략 3조네요 찌라시보면, 지엠도 전량교체한다고 나서면 금액은 증가할 걸로 얘상됩니다 다카타 에어백 사건이 떠오르네요","15879789","2021-02-10 12:19:41"
"likurt","사실상 같은 차인데 니로는 멀쩡해서 카페 회원들은 이미 의심중이었죠. 니로와 코나의 차이는 배터리 제조사 차이였는데요","15879789","2021-02-10 12:29:57"
"룸바","‘업계에 따르면...’ 인거 보면.. 블라인드 글 짜집기해서 기사 낸것 같습니다. 이러든 저러든 찌라시대로 원인 확인된거면 조만간 국토부나 현차, 엘지 에서 공식 입장 및 향후 계획 등 발표 하지 싶네요.","15879789","2021-02-10 12:30:07"
"Forecasting","@룸바님 요새는 기사라고 나온 글을 봐도 이게 기사인지 찌라시인지 구분이 안가요 ㅎㅎ 기아차 애플카도 그렇고..","15879789","2021-02-10 13:15:01"
"내가한방곰이다","그냥 블라인드 글을 사실처럼 기사낸거같은데 뭐 저게 사실이라면 조만간 공식입장 발표하긋쥬","15879789","2021-02-10 12:48:13"
"FC차차","저 기사내용 현기가 좋아할 내용일수도있긴하네요.. 어디까지가 진실인지는 모르겠습니다만.. 문제는!!! 현기차놈들이 자사 제품에 심각한 문제가 생긴후 소비자에게 대응한걸보면 역시나 한국에사는 토착왜구같은 놈들이죠. 국적은 한국이지만 하는짓은 외국인.. 수많은 자동차 부품중 하나가 심각한 문제가 생겨도.. 직접 만들지않는 이상은 자신들도 피해자 코스프레하는것들이라... 수많은 부품으로 이루어진 자동차라서 좋겠어요.. 단가문제나 책임에서 유리해서..","15879789","2021-02-10 13:53:37"
"흥미도","누가 잘못했건 리콜로 벽돌되는 차 만들어놓고 방치하는 현대도 진짜 너무해요 차라리 처음부터 솔직하게 만충은 위험하니 90% 제한 걸고 안전하게 운행하시고 추후 배터리 확보되는대로 전량 배터리 교체해드리겠다 했으면 깔끔했을텐데 괜히 싸게 막으려다가 코나 이미지만 저세상으로 가고..","15879789","2021-02-10 14:27:55"
"봔달","기사 수정된거 같네요. 기자 수준이..","15879789","2021-02-10 14:34:16"
"사자머리12","기사 수정이네요. 현대 애플건도 그렇고 요즘 현대차 기사가 영... 누구든 내차 빨리 고쳐주라 ㅠ","15879789","2021-02-10 14:39:10"
"게으른드루","차주들만 불쌍하네요","15879281","2021-02-10 09:36:35"
"티칼","블라인드에 저런글 썼다가 법적으로 문제 생기면 어쩔려고 그러는건지...","15879281","2021-02-10 09:36:38"
"cliendevt","@티칼님 로직상 추적 못한다드라고요","15879281","2021-02-10 09:37:08"
"DreamGate","@티칼님 추적 힘들다네요.","15879281","2021-02-10 09:37:41"
"cliendevt","코나가 수출도 하곘지만 뭔가 국내 대상으로 베타테스터 한 느낌","15879281","2021-02-10 09:36:50"
"DreamGate","@TooLate님 블라인드 글 보면 베타테스터 보다 특정주차 배터리셀 납품에 불량이 있었다는게 합리적인 추론 아닐까요?","15879281","2021-02-10 09:39:23"
"elecmonk","이글 올린분은 추적 될거 같은데 위험한거 아닌가요???? 아님 말고 식 올렸다가 법무팀에서 연락가면 어쩌실려고","15879281","2021-02-10 09:39:58"
"프레디.","@elecmonk님 저 블라인드글은 올라온지 몇주 되어서 이전에도 몇번 올라온거 본거같네요","15879281","2021-02-10 09:40:51"
"게지히트","현실은 주가가 계속 치고 올라가 100만원에 가까워 지고 있다는거죠. 기관 외국인이 이 직원보다 정보에 어두워 엘화 주식을 사모으고 있을까요?","15879281","2021-02-10 09:42:56"
"엑스베이스","게지히트님 공급규모가 일단 크니까요. 배터리 없어서 일단은 달라고 난리니...","15879281","2021-02-10 09:46:32"
"달콤한만두","@게지히트님 저래도 블라인드에 언급된것처럼 아이오닉 2차분 배터리 공급업체는 엘지가 되서 같이 한배 탔어요...","15879281","2021-02-10 09:50:38"
"DreamGate","@달콤한만두님 아이오닉5에 lg배터리 들어가나요?? ㄷㄷㅈ","15879281","2021-02-10 09:53:24"
"엑스베이스","DreamGate님 3차분은 CATL까지 합세 할겁니다.. 점점 보조금은 줄고 원가는 내려야 하니... 살려면 1차분 SK꺼로 사는게 마음이 편하죠.","15879281","2021-02-10 10:41:16"
"What_the_Hell!!!","이런게 찌라시 아니에요?","15879281","2021-02-10 09:49:04"
"DreamGate","@What_the_Hell!!!님 네 찌라시죠.","15879281","2021-02-10 09:53:49"
"센챠","근거가 전부 찌라시네요.","15879281","2021-02-10 09:57:22"
"카페지기12","자동차 안전 연구원의 보고서가 나왔나 보네요. 찌라시에서 공식피셜로 가는 중인듯...","15879281","2021-02-10 09:57:30"
"ㅎr느ㄹi","과연 직원글일까요? 참고로 퇴사해도 이전 블라인드 그대로 쓸 수 있습니다.","15879281","2021-02-10 10:03:36"
"아시쿤","근거가 블라인드 글 하나면 근거가 없는거랑 마찬가지죠.","15879281","2021-02-10 10:40:11"
"유죄","저 근데 궁금한게 일베 하세요? . 서명: 과거를 잊지말아요. ( 기억하자 차떼기당 )","15879281","2021-02-10 11:08:42"
"DreamGate","@나는정당한가?님 왜 이글이 일베로 연결되죠? 혹시 국당 대변인 이세요?","15879281","2021-02-10 11:19:10"
"유죄","DreamGate님// 메모가 되있어서 물어봤어요. . 서명: 과거를 잊지말아요. ( 기억하자 차떼기당 )","15879281","2021-02-10 11:20:26"
"DreamGate","@나는정당한가?님 저도 메모 해놔야겠네요. 국당대변인 으로","15879281","2021-02-10 13:01:29"
"잠잠시만요","밧떼리 만드는 회사다니는 입장에선 전 절대 전기차 안살거에요,","15879281","2021-02-10 11:13:10"
"프림커피","그런데 LG. 화학에서 정상적으로 납품 했는데, 현대 자동차 기준에서 불량 이었으면 자동차 생산에 투입을 안 시키면 되는 거 아니었나요???","15879281","2021-02-10 11:30:33"
"라돌체비타","재규어랜드로버는 인도 타타그룹소유인데 영국으로 나어네여 ㅎ","15875288","2021-02-08 21:32:45"
"달콤한만두","@라돌체비타님 다른 분야지만 오비도 벨기에 껀대 이거 아시는분들은 많이 없져 ㅎㅎ","15875288","2021-02-08 22:19:44"
"lskfsl","삼성은 이미 20년전에 삼성차 만들어서 4조원 손실보고 두손두발 들고 망했잖아요. 삼성 애플이 독자적으로 스마트폰 만들듯이 뚝딱뚝딱 단기간에 만들수 있는게 아닙니다. 삼성 노트7 폭발폰 사고 터졌을때 죽은 사람 없잖아요. 전기차는 노트7 처럼 폭발 사고 나는 족족 운전자가 죽어요. 스마트폰 기술의 몇배의 안전성 검사와 검증 거치려면 기본 수년간 테스트를 해야 되고 그사이에 이미 다른 전기차 회사들이 시장을 선점해버리고 뒷북 치는 결과가 나오겠죠.","15875288","2021-02-08 21:39:52"
"js_76","@lskfsl님 애플의 대한 고정수요가 존재한다고 생각합니다. 현대코나EV화재로 죽은 사람 없었는걸로 아는데요.지나친 생각인듯 합니다.","15875288","2021-02-08 21:43:05"
"lskfsl","@40대총각님 배터리는 예시를 든거고 자동차의 모든 부품에 해당되는 겁니다. 극한의 영하권 얼음도시에 가서도 자동차는 정상적으로 작동이 되야 합니다. 스마트폰처럼 대충 만들수가 없는거예요. 스마트폰은 고장나면 AS 받으면 되지만 운전중에 자동차가 고장나면 죽임입니다. 자동차 회사들의 오랜 기간동안 노하우가 진입장벽이 되는겁니다. 타회사들이 전기차 시장 선점해서 진입장벽을 쌓기전에 후발사가 침투하려면 이미 기술을 보유한 기존메이커와 손잡을수밖에 없습니다. 애플이나 삼성이 독자적으로 전기차 만들면 초기 불량률이 현기차 몇배 정도 나올겁니다. 시간이 지날수록 애플이나 삼성도 노하우가 쌓이고 시행착오를 거치면서 기술진보를 통해서 현기차 만큼 불량률이 축소되겠지만 추격하는 기간동안 적자누적과 사고다발이나 부실한 마감 등등 브랜드 이미지 폭망은 각오해야죠.","15875288","2021-02-08 22:05:06"
"js_76","@lskfsl님 전 삼성이 전기차 완성업체로 진출 못한다고 했는데요. 자동차 대량양산이 더 어렵기는 하지만..스마트폰을 제조를 너무 쉽게 보는듯 합니다 삼성폰 터졌을때 괜히 올 수거 한거 아니라 생각합니다.","15875288","2021-02-08 22:07:33"
"lskfsl","@40대총각님 삼성폰 터졌을때 손에서 터졌으니까 사람 안죽은거지 운전중에 자동차 부품이 터졌으면 사람 다 죽었죠. 뭐 꼭 배터리뿐만 아니라 자동차 모든 부품에 해당되는 이야깁니다. 자동차 부품중 하나라도 고장이 나면 운전자 생명에 위협이 됩니다.","15875288","2021-02-08 22:09:23"
"js_76","@lskfsl님 그만큼 엄격한 규제가 있고 다들 거기에 따른 법도 있어니 걱정 안하셔도 될껍니다. 너무 지나친 생각을 하시네요.","15875288","2021-02-08 22:11:47"
"선잎","제 소설(바램)은 애플x테슬라 입니다.","15875288","2021-02-08 21:40:37"
"모두들행운을빌어요","근데 애플이 자동차용 bms 해본적 없지 않나요? 운영플랫폼도 pc용 os일 뿐이고....","15875288","2021-02-08 21:40:39"
"js_76","@떡검섹검님 MS+GM, 구글+포드 협업을 할려고 하고 있습니다. 아마존도 ZOOX로 진출할려고 하고 있구요 애플이 안할래야 안할수가 없는거 같습니다.","15875288","2021-02-08 21:51:11"
"꿀림","전기차 시장은 2~3년 안에 제대로 진입하지 못하면 재미 못볼수 있다고 하니. 현대말고 다른 대안이 있을까요??? 루시드 같은 막 시작하는 업체 잡을려나.. 오히려 현대가 배짱 부리고 있지 않나 싶습니다. 현대가 오히려 경우의 수를 보고 있을듯 합니다.","15875288","2021-02-08 21:44:54"
"레드셀","삼성은 삼성도 안하고, 애플도 안하죠. 현대차도 딱히 관심 없을거라고 봅니다. 저는 중국 지리 자동차에 한표 걸어봅니다.","15875288","2021-02-08 21:54:07"
"사사아리","제가 보기엔 ㅎㅎ 기아로 갈것으로 생각됩니다..","15875288","2021-02-08 22:02:38"
"js_76","@사사아리님 애플입장에서 좀 손해보더라도 기아를 놓치기는 아까울꺼 같습니다. 자체 미국에 대량생산공장을 가지고 있고.. 그에 맞는 품질을 내놓을만한곳이 ..딱히 일본차 아님 기아 밖에 없어보이니까요. 근데 안된다면..저런 소설도 생각 해 볼수 있지 않겠냐 라는거죠.","15875288","2021-02-08 22:04:52"
"커피콩자반","@40대총각님","15875288","2021-02-08 23:10:31"
"사사아리","일본은 도요타나 혼다를 빼고는 이미 상태가 않좋죠.. 혼다는 GM 하고 손을 잡고 있고 도요타는 일본 내부 회사들과 손을 잡아 결속을 다지고 있고..결국 이런 불확실성엔..성장성을 보고 장투 밖에 없어보이네요. 언론이라는게 오락가락하는지라...","15875288","2021-02-08 22:10:02"
"사사아리","이미 LG display 랑 하면서 한국에 대한 맛을 보았을테고요.. 우리나라가.. 생각보다 ㅎㅎ 대단합니다. 단순히 국뽕이 아니라.","15875288","2021-02-08 22:14:08"
"sosimmi","애플이 협력할 업체는 완성차 업체에서 전기차 준비가 된 업체 아닐까요? 그렇게 보면 후보가 많이 줄게되고 그런 면에서 여전히 기아는 애플에게 매력적인 후보일 거라고 생각합니다. 그냥 일반적인 내연기관 차를 만드는 업체라면 애플이 전기차에 진입할 때 메리트가 없을거 같네요.","15875288","2021-02-08 22:23:39"
"sung329","굳이 랜드로버가 아니래도 .. 명품 뽐에 빠진 지금 애플이라면 (가령 맥 프로 바퀴에 몇십만원 받는게 당연하게 생각하는 기업 문화라면) 미친 소리 같지만.. 마세라티 같은 회사랑 협업을 할 수 도 있죠. 애플이 잘하는게 기존시장을 선도하기 보단 이미 성숙한 시장을 브랜드 + 편리함으로 장악해가는 방식을 보면 당장은 내연+자율 주행으로 시장에 명품 프리미엄으로 내놓고 (마세라티가 자동차의 명품인가? 라는 판단과는 별개로) 시장의 선호도를 가지고 전기+자율주행은 중저가 대상으로 입맛에 맞는 제조사를 선택하는 방식으로 갈 수 도 있을거 같네요.","15875288","2021-02-08 22:46:47"
"머리왕","재규어 랜드로버 다 영국기업이 아닌데....","15875288","2021-02-08 23:38:35"
"lanmei","재규어 랜드로버 둘다 애플의 까탈스러운 품질기준을 통과하기 힘들껍니다 현실성없죠","15875288","2021-02-09 00:00:26"
"나파캡","차는 사람이 타니까 안전해야하고 거기에 대한 대단한 기술이 있을것 같고.... 스마트폰은 손바닥 만하니 아무나 만들고 쉬워 보인다는 생각을 하시는 분이 많군요.... -.-","15875288","2021-02-09 10:08:08"
"냐핫핫헐","휠베이스 진짜 미치긴 미쳤네요","15872483","2021-02-07 23:16:30"
"elecmonk","휠베이스가 무슨 킥보드 보는거 같습니다 /Vollago","15872483","2021-02-07 23:18:52"
"세설","해치백무덤에서 해치백천국이될것인가 기대됩니당","15872483","2021-02-07 23:29:43"
"글쎄요","@세설님 해치백이 아니라 CUV라서 걱정 안하셔도 될 것 같습니다. 니로 같은 포지션이니까요.","15872483","2021-02-08 01:29:52"
"쩜쩌미","1차 주력시장이 유럽이다 보니 미국시간이 애매하게 되었군요. 동부시간으로는 새벽 2시에 발표하는 것이니..","15872483","2021-02-07 23:36:26"
"리릿","bmw는 같은 CLAR플랫폼이더라도 전륜 서스 구조가 달라지는데요. 현대/제네시스도 그렇게 할까요?","15872483","2021-02-08 00:06:32"
"아츄특공대","gv60 이 전기차 플랫폼으로 나오고 급은 gv70 보다 아래인가요??","15872483","2021-02-08 02:28:22"
"jidi-3rd","리튬인산철사용한 저가형전기차 대량생산할 모양이네요","15867667","2021-02-06 07:45:31"
"jinhada","CATL은 중국회사중 믿을 만한 업체중 하나죠. 특히 리튬인산철은 독보적이라서 테슬라에도 납품중이구요. 에너지밀도가 낮아서 고효율을 보여주진 못해도 낮은 가격으로 보급형 차량에 어울립니다.","15867667","2021-02-06 07:48:05"
"kudos","@jinhada님 음식점에서 식재료 원산지 공개하는 것처럼, 향후 전기차 배터리도 생산지를 밝혀야 할 것 같네요..","15867667","2021-02-06 07:51:04"
"파리대제","애플이나 삼성이나 엘지도 중국에서 만들죠.","15867667","2021-02-06 07:52:39"
"sltx","LG는 코나 화재 이슈가 아직 정리 안되었고, SK는 미국에서 문닫을 수도 있고, 현대 입장에서 이번에 선택하기 어렵지 않았을까요.","15867667","2021-02-06 07:58:12"
"우미","기술력이 없는 업체는 아니죠. 단지 불공정 게임을 잘 하는게 문제긴 합니다. 참고로... 초기 맥북에는 거의 ATL이 독점적으로 배터리를 공급했었고,아직도 ATL은 애플의 메인 배터리 공급사 입니다. 그중에 실력있는 애들 다 데리고 가서 CATL을 만들었죠. 원래 ATL은 TDK와 중국 합자 회사였는데.... 중국자본으로만 구성된 CATL을 만들고 ATL의 에이스들은 다 그리 투입한것으로 알고 있습니다.","15867667","2021-02-06 08:02:40"
"룸바","기술력 충분합니다. 거기에 쟤네 정부 지원으로 가격 메리트도 있죠.. 지인들 중에 sk이노든 lg에솔이든 일하는 분들이 한 입으로 모아 하는 말이 catl과 경쟁이 제일 힘들꺼 같다고들..","15867667","2021-02-06 08:07:50"
"뻬테르부르크","catl 배터리 1위 업체잖아요. 울나라 배터리회사들 잘나가는데 우리꺼 쓰징 좀 아쉽긴하네요","15867667","2021-02-06 08:36:43"
"YGee","뻬테르부르크님// 애국심에 의해 자란 기업이. 조금 손해 보더라도 국산 사용해 주는게 옳은 방향이라고 보는데, 경제성이란 이유로 외면하죠. 많이 아쉬운 부분 맞습니다.","15867667","2021-02-06 10:55:34"
"라임라스ry","테슬라 중국공장 생산품에 CATL 배터리 쓴 것들에서 과도한 배터리 열화 발생한다는 기사 봤던 것 같은데 믿어도 되나 모르겠네요.","15867667","2021-02-06 09:42:12"
"앱슬라","@님 catl도 엄청 큰 회사도 리튬이온도 만들던데 리튬 인산철쓴 스탠다드 플러스 모델인데 계약 확정한다가 인산철 쓴다가 왜 되는지 모르겠네요. SK 이노베이션은 인산철 배터리 아예 안만드는거 아녓나요?","15867667","2021-02-06 12:38:25"
"js_76","그래서 몇기가를 산건지가 중요한거 아닐까요 1kwh당 얼마에 샀는지 말이죠","15867667","2021-02-06 09:50:51"
"sang","먼.. 한국업체꺼 안쓰고 정신나갔네요 ㄷㄷ 이시국에 catl이라니... 역시나 엘지 삼성이랑은 자존심 싸움에 삐딱선 타는군요 ㄷㄷㄷ","15867667","2021-02-06 10:08:34"
"라렌","@sang님 이시국에 중국산 쓰면 안된다 하면 중국산 배터리 쓰는 테슬라도 사면 안되는건가요?","15867667","2021-02-06 10:13:09"
"sang","그거보다는 미국때문이죠.. 미국판매해야 할텐데.. 중국제 배터리에. lg솔 소송에 불리한 sk배터리.. 근본적으로 저런 저존심 싸움때문에 한국같은 it 전기 전자 강국에 자동차 협업 시너지가 나오지 않는거죠ㄷㄷㄷ 당장 엘지가 jv로 해외업체와 전기차 손잡고.. 삼성이 직접 전장하기 드러워서 하만 사버리고.. 괜히 해외돌아댕기는게 아니죠 ㄷㄷㄷ 당장 같은 한국기업들인 글로벌 탑전자기업들이 현차와 핵심협력 초우선 파트너가 아닙니다. 그냥 우리꺼 사갈라면 사가고 말라면 말고..","15867667","2021-02-06 10:24:07"
"꿈꾸는강아지","@sang님 무슨 사업을 자존심으로 합니까. 조금이라도 이득이면 쓰는거죠. 가격이든 물류든 사후관리든.. 국산으로만 다 만들고, 지금 가격 두배 되도 차 사실건가요??","15867667","2021-02-08 13:41:32"
"sang","무언가 반대로 알고게시네요;; 국산으로 다 안만들면.. 미래가격이 2배가 더 비싸게 될겁니다;;; 근데 자존심으로 사업하는 현대차 보고 계시네요 ㅎㄷㄷㄷ 당장 삼성동 부지 10조는 계산기두드려서 산계아니죠 ㄷㄷㄷ","15867667","2021-02-08 13:44:53"
"라렌","중국산 전기차에 그렇게 호의적인 클리앙에서 중국산 배터리에 대해선 무슨 음식에 싸구려 중국산 식자재 들어가는 양 쳐다보는지 이해할수 없군요 중국에선 한국산 배터리를 쓰는 전기차는 보조금을 받을 수 없으니 중국시장용으로 소싱한 것일수도 있고.. 저것들 전부 국내물량이라고 표시한것도 아닌데 너무 단정적인 댓글이 많이 보이는군요","15867667","2021-02-06 10:11:34"
"앱슬라","@라렌님 저러면서 중국 배터리 들어간 아이폰은 잘쓰겠죠. ㅋㅋㅋ","15867667","2021-02-06 12:36:35"
"좋은일만","Catl은 중국 정부의 반칙같은 지원으로 큰거라 맘에 안드네요. 중국에서 한국산 배터리 전기차 보조금도 작년에서야 주기 시작했다면서요. 짱깨들 참...","15867667","2021-02-06 10:22:09"
"귀태건희석열","그만큼 과연 차를 싸게 팔런지 회의적이네요.","15867667","2021-02-06 11:07:16"
"리릿","훔. 배터리는 전기차의 핵심인데, 내수차량은 배터리가 국산이었으면 좋겠네요.","15867667","2021-02-06 11:23:45"
"밤밤돌이","그냥 현대차가 뭘 결정하던 다 싫은거 아닌가요? 굳이 중국산 배터리라서가 아니라. 테슬라가 쓰면 우와!!!! 했다가 현대차가 쓴다니깐 음식점 식자재 표기까지 비유를 드는것 보니깐 그냥 현대차가 싫은거다라고 생각됩니다. 강한놈에게는 철저히 무릎꿇고 약한놈은 너도나도 한번씩 때려보는게 약육강식의 세계라면 이해는 됩니다.","15867667","2021-02-06 12:58:05"
"kudos","@밤밤돌이님 CATL 배터리를 테슬라가 쓴다고 우와!! 하는 사람이 있나요? 가격 낮추기 위해서 (중국에서 팔기 위한 목적이었겠지요) 선택한 것이라고 그냥 받아들이기는 하지요. 그런데, 이 제품을 국내로 수입하면 불안감을 표현할 사람이 없을까요? 만약 GM이 CATL 배터리로 Bolt를 만들어서 한국에 수출한다면... 역시 불안해서 사겠냐는 반응이 나오겠죠. 또한, 중국산 배터리 들어간 차는 보조금 주지 말자는 얘기도 나올것이구요.","15867667","2021-02-06 13:24:13"
"휘파람","밤밤돌이님// 쓸대없이 거치시내요 ㅎㅎ테술라는 왜 가져다 붙이시고 현대 이미지는 또 왜?? 이해불가입니다만..","15867667","2021-02-06 19:20:40"
"매력댕이","당연히 중국진출 위한 교두보겠죠.","15867667","2021-02-06 13:35:38"
"Vernix","CATL 인산철은 리튬 대비 에너지 밀도 떨어지는거 외에는 딱히 단점 없어요 수명과 안정성은 도리어 우수 합니다.","15867667","2021-02-07 01:12:26"
"안경뺀라이언","CV랑 아이오닉5로 필드테스트 오지게 하고 적용하겠네요","15856820","2021-02-02 17:55:23"
"bm50th","코나 전기차 차주들 버림받은 거 생각하면...흐음...이네요","15856820","2021-02-02 17:56:17"
"아루콘","민트? 그 컨셉카가 양산되는걸까요. 미드쉽같이 생겼었는데 전기차였던 뒷좌석문이 엄청 희안했던걸로 기억하는데...","15856820","2021-02-02 17:56:23"
"뭅뭅","프렁크에 보조배터리가 읍읍....","15856820","2021-02-02 17:57:41"
"랑마소년","GV60 은 E-GMP, GV70 E 는 3세대 플래폼 이렇게 나뉘나요?? ㄷㄷㄷ","15856820","2021-02-02 18:07:55"
"리누","크기로 분류하는 차급으로는 차체 크기가 많이 커지지는 않나 보네요. 전기차쪽은 큰 차가 별로 없어서 제네시스 라인업에 추가되나 내심 기대했었는데요..","15856820","2021-02-02 18:09:11"
"미녹시딜","@리누님 크기로 보다 가격으로 보나 내연기관 형님들 사이에 변종 하나가 끼어들면서 족보가 꼬인 것 같습니다.. SUV 라인업인 GV 시리즈의 막내라면서 보조금 적용 후의 가격도 시작가는 GV70, 옵션 좀 넣으면 GV80의 스타팅 가격에 육박할 것이고, 최초의 60 라인업인데도 G70 라인업을 실내공간부터 압살해버리겠네요.","15856820","2021-02-02 18:20:15"
"리누","@미녹시딜님 핫.. 그런가요? 그러면 GV75e 정도의 네이밍이 필요했겠군요.","15856820","2021-02-02 18:21:55"
"mikastar","@리누님 애초에 스파이샷 보면 오닉5=CV=JW 크기가 다 비슷했죠 괜히 제네시스맛이 아닙니다. (사진은 JW) 그럼 전장이 4.6m대인데 GV70이 4.71인거 생각하면 맞는 위치입니다.","15856820","2021-02-02 20:51:43"
"포기ㄴㄴ해","@미녹시딜님 가격이야 전기차 특성때문에 그렇겠지만 쪼매난 귀여운차가 GV75 이름 달고 있으면 어색할것 같습니다. GV시리즈도 전기차 모델 나오면 어차피 가격은 GV60보다 더 높을테고요.","15856820","2021-02-02 21:34:36"
"제주의푸른밤","얼마전에 등록을 G80e 이런식으로 가는걸로 봤는데 실제는 아닌가보네요???","15856820","2021-02-02 18:15:05"
"EUROPA_MR","불나는거나 해결하지","15856820","2021-02-02 19:35:01"
"name21","네이밍만 봐선 소형차 같네요... ㅡㅡ","15856820","2021-02-02 19:43:50"
"전자치킨","어엌! 예측성공.. 로또되게해주세요..","15856820","2021-02-02 19:44:59"
"리릿","폭바처럼 플랫폼 분리를 하지... 왜 같이 쓸까요; GV60은 소형라인업이라 그런걸까요? 흠.","15856820","2021-02-02 19:53:45"
"라렌","@리릿님 전용플랫폼 쓰는 차라고 쓰여있는데 무슨 소리세요","15856820","2021-02-02 20:06:26"
"ilovechitos","@리릿님 E-GMP 현대 전기차 통합 플랫폼이죠;","15856820","2021-02-03 08:56:35"
"js_76","코나EV 화재건으로 LG걸로 화재가 났다고 책임전가 할려고는 하더만요. OTA랑 배터리를 어디꺼를 쓰는지 ..수급계획이 어떻게 되는지 말이 없네요. 오늘도 머스크형은 배터리가 부족하다고 CATL,LG화학에 더 만들어 달라고 난리더군요.","15856820","2021-02-02 19:57:33"
"Summerset","누가 살까요 저건....모델Y 대기하다가 지쳤을때 구매하는건가.......","15856820","2021-02-02 20:33:06"
"포기ㄴㄴ해","@Summerset님 현대가 도른자처럼 전국에 미친듯이 현대차 전용 충전기를 깔아버리면 마치 AS때문에 독3사 갈 여력있어도 대충 제네시스 가듯이 테슬라가 더 좋다는건 알지만 가격적인 메리트와 편의성 때문에 현대 전기차를 선택할 수도 있다고 생각합니다. 다만 코나 같은 치명적인 결함이 더 터지면 외면받겠죠.","15856820","2021-02-02 21:36:44"
"sang","근데 전기차로 가면,,, 내연기관보다 메인터넌스 할게 없어서.. AS걱정에 수입차로 못가는게 훨씬 덜하지 않을까엽;;;","15856820","2021-02-03 08:45:51"
"포기ㄴㄴ해","G60도 안나오려나요 소형 2도어 쿠페 스포츠세단 전기차로","15856820","2021-02-02 21:35:34"
"sulamun","실내공간이 전용 플랫폼이다보니, 나중에 만들어질 gv70e 보다 같거나 약간 더 클 것 같은데... 애매한 포지션이 되었네요... 어짜피 CV 니까... 네이밍 자체를 다르게 가져가는게 더 좋을것 같은데...","15856820","2021-02-03 08:37:05"
"kubectl","또 작은차..모델x처럼 크기를 키우고 주행거리를 뽑아낼 기술이 있는지 궁금하네요","15856820","2021-02-03 09:01:38"
"리누","중국 전기차회사 니오가 그런 컨셉을 상용화 한걸로 알고 있습니다.","15854703","2021-02-02 09:01:59"
